,legislatura,nome_parlamentar,sigla_partido,acoes
205,56,DIEGO GARCIA,Podemos,1
204,56,GIL CUTRIM,PDT,1
200,56,PEDRO UCZAI,PT,1
199,56,EVANDRO ROMAN,PSD,1
198,56,MAURO BENEVIDES,MDB,1
197,56,GERVÁSIO MAIA,PSB,1
196,56,FLAVIO NOGUEIRA,PDT,1
192,56,COELHO,,1
188,56,EDUARDO BISMARCK,PDT,1
186,56,ADRIANO DO BALDY,Progressistas,1
185,56,TABATA AMARAL,PDT,1
184,56,LAERCIO OLIVEIRA,Progressistas,1
180,56,GOULART,PSD,1
207,56,ALAN RICK,DEM,1
68,56,VINICIUS CARVALHO,PRB,1
248,56,IDILVAN ALENCAR,PDT,1
7,56,RUBENS OTONI,PT,1
47,56,FELIPE RIGONI,PSB,1
19,56,BIA KICIS,PSL,1
4,56,SILVIA CRISTINA,PDT,1
31,56,MÁRIO HERINGER,PDT,1
32,56,PEDRO AUGUSTO BEZERRA,PTB,1
54,56,LUIZÃO GOULART,PRB,1
57,56,CUNHA LIMA,PPB,1
3,56,FERNANDA MELCHIONNA,PSOL,1
30,56,JOSÉ GUIMARÃES,PR,1
14,56,MAURO NAZIF,PSB,1
44,56,REINHOLD STEPHANES,PSD,1
6,56,BACELAR,Podemos,1
20,56,ISNALDO BULHÕES JR.,MDB,1
10,56,JOICE HASSELMANN,PSL,1
43,56,PROFESSORA DAYANE PIMENTEL,PSL,1
29,56,CHIQUINHO BRAZÃO,Avante,1
62,56,CUNHA LIMA,,1
36,56,ÁTILA LIRA,PSB,1
37,56,BULHÕES,,1
27,56,MAURO BENEVIDES FILHO,PDT,1
41,56,ELCIONE BARBALHO,MDB,1
64,56,VERMELHO,PSD,1
11,56,MACHADO,,1
53,56,MARGARETE COELHO,Progressistas,1
39,56,LUIZ FLÁVIO GOMES,PSB,1
61,56,JOÃO ROMA,,1
21,56,ROSE MODESTO,PSDB,1
116,56,FÁBIO MITIDIERI,PSD,2
2,56,MEDEIROS,PR,2
122,56,JOSÉ NELTO,Podemos,2
225,56,DARCI DE MATOS,PSD,2
46,56,MARCON,PT,2
170,56,ELIAS VAZ,PSB,2
168,56,MARIA ROSAS,PRB,2
135,56,FRED COSTA,Patriota,2
167,56,EDUARDO BRAIDE,PMN,2
34,56,DANRLEI DE DEUS HINTERHOLZ,PSD,2
141,56,JULIO CESAR RIBEIRO,PRB,2
161,56,CÉLIO STUDART,PV,2
66,56,MARCEL VAN HATTEM,NOVO,2
149,56,ORLANDO SILVA,PCdoB,2
156,56,FURTADO,,2
176,56,DR. LUIZ OVANDO,PSL,2
236,56,JOSÉ MEDEIROS,Podemos,2
109,56,RODRIGO AGOSTINHO,PSB,2
189,56,CARLOS GOMES,,2
65,56,OTONI,,2
221,56,LEANDRE,PV,2
218,56,PAULO RAMOS,PDT,2
216,56,PAULO RAMOS,PTB,2
63,56,CARLOS GOMES,PRB,2
227,56,MAGDA MOFATTO,PR,2
228,56,DENIS BEZERRA,PSB,2
80,56,JÚNIOR BOZZELLA,PSL,2
244,56,TALÍRIA PETRONE,PSOL,2
243,56,DARCÍSIO PERONDI,MDB,2
86,56,SUBTENENTE GONZAGA,PDT,2
87,56,SANDERSON,PSL,2
233,56,DRA. SORAYA MANATO,PSL,2
208,56,CARLOS VERAS,PT,2
90,56,PAULO BENGTSON,PTB,2
15,56,DELEGADO ÉDER MAURO,PSD,2
91,56,OLIVEIRA,,2
107,56,CARLOS CHIODINI,MDB,2
1,56,PASTOR SARGENTO ISIDÓRIO,Avante,2
104,56,HERCULANO PASSOS,MDB,2
25,56,TEREZA NELMA,PSDB,2
194,56,ELIAS,,2
58,56,MARCELO FREIXO,PSOL,2
9,56,DR. ZACHARIAS CALIL,DEM,2
23,56,GENINHO ZULIANI,DEM,2
201,56,VICENTINHO,PT,2
18,56,LUCAS VERGILIO,Solidariedade,2
230,56,CHRIS TONIETTO,PSL,2
166,56,HENRIQUE FONTANA,PT,3
213,56,KIM KATAGUIRI,DEM,3
172,56,FÁBIO HENRIQUE,PDT,3
35,56,PROFESSORA ROSA NEIDE,PT,3
182,56,FELÍCIO LATERÇA,PSL,3
33,56,BETO PEREIRA,PSDB,3
159,56,DR. LUIZ ANTONIO TEIXEIRA JR.,Progressistas,3
191,56,OSSESIO SILVA,PRB,3
219,56,WOLNEY QUEIROZ,PDT,3
177,56,VAVÁ MARTINS,PRB,3
154,56,FÁBIO TRAD,PSD,3
146,56,FREITAS,,3
40,56,JOÃO MAIA,DEM,3
110,56,JOSEILDO RAMOS,PT,3
153,56,PROFESSOR JOZIEL,PSL,3
118,56,FIGUEIREDO,,3
52,56,TIAGO DIMAS,Solidariedade,3
103,56,JOÃO MAIA,PR,3
98,56,FELIPE CARRERAS,PSB,3
49,56,DULCE MIRANDA,MDB,3
48,56,CORONEL CHRISÓSTOMO,PSL,3
97,56,LUIS MIRANDA,DEM,3
127,56,CAPITÃO WAGNER,PROS,3
95,56,ALEXIS FONTEYNE,NOVO,3
129,56,HUGO LEAL,PSD,3
45,56,BEZERRA,,3
59,56,NILTO TATTO,PT,3
60,56,VITOR LIPPI,PSDB,3
150,56,BENEDITA DA SILVA,PT,3
70,56,JORGE BRAZ,PRB,3
224,56,ALICE PORTUGAL,PCdoB,3
246,56,CÉLIO SILVEIRA,PSDB,3
77,56,LÍDICE DA MATA,PSB,3
115,56,LAFAYETTE DE ANDRADA,PRB,3
88,56,MARCELO RAMOS,PR,3
89,56,ZÉ NETO,PT,3
142,56,MAURÍCIO DZIEDRICKI,PTB,3
93,56,WALDENOR PEREIRA,PT,4
72,56,GOMES,,4
24,56,JOSÉ NUNES,PSD,4
203,56,EMANUEL PINHEIRO,,4
69,56,PINHEIRO,,4
111,56,JORGE SOLLA,PT,4
223,56,AUREO RIBEIRO,Solidariedade,4
73,56,CELSO RUSSOMANNO,PRB,4
108,56,RICARDO IZAR,PTB,4
67,56,RICARDO IZAR,Progressistas,4
147,56,GLAUBER BRAGA,PSOL,4
143,56,IVAN VALENTE,PSOL,4
138,56,FILIPE BARROS,PSL,4
131,56,EMANUEL PINHEIRO NETO,PTB,4
179,56,CARLA ZAMBELLI,PSL,4
238,56,CARMEN ZANOTTO,Cidadania,5
134,56,MARIA DO ROSÁRIO,PT,5
132,56,FRANCISCO JR.,PSD,5
202,56,MARCELO NILO,PSB,5
117,56,MAIA,,5
178,56,WELITON PRADO,PROS,5
175,56,ALEXANDRE PADILHA,PT,6
128,56,SÁ,PR,6
222,56,FÉLIX MENDONÇA JÚNIOR,PDT,6
101,56,JOÃO DANIEL,PT,6
183,56,CORONEL TADEU,PSL,6
158,56,CÉLIO MOURA,PT,6
190,56,MOURA,,6
51,56,REGINALDO LOPES,PT,6
42,56,MENDONÇA JÚNIOR,PSD,6
145,56,FÉLIX MENDONÇA,DEM,6
56,56,PERPÉTUA ALMEIDA,PCdoB,6
151,56,POMPEO DE MATTOS,PDT,7
12,56,ROGÉRIO CORREIA,PT,7
212,56,FLÁVIA MORAIS,PDT,7
28,56,MIRANDA,,7
102,56,ELI BORGES,Solidariedade,7
195,56,ALENCAR SANTANA BRAGA,PT,7
96,56,EDMILSON RODRIGUES,PSOL,7
137,56,LUIZ LIMA,PSL,7
22,56,SILVIO COSTA,Avante,8
144,56,LIMA,,8
82,56,SILVIO COSTA FILHO,PRB,8
85,56,ALENCAR,,8
16,56,SILVA,,8
79,56,BOHN GASS,PT,8
245,56,TED CONTI,PSB,9
157,56,JÚLIO CESAR,PSD,9
114,56,ALEXANDRE FROTA,PSL,9
13,56,HILDO ROCHA,MDB,10
84,56,ROCHA,PSDB,10
187,56,CLEBER VERDE,PRB,10
124,56,JOSÉ RICARDO,PT,10
214,56,COSTA,,10
8,56,CESAR,,11
17,56,LOESTER TRUTIS,PSL,11
55,56,MÁRCIO JERRY,PCdoB,11
211,56,ROBERTO ALVES,PRB,12
193,56,CEZINHA DE MADUREIRA,PSD,12
50,56,VINICIUS POIT,NOVO,12
171,56,RIBEIRO,,12
38,56,MADUREIRA,,12
5,56,MARGARIDA SALOMÃO,PT,12
74,56,ALEX SANTANA,PDT,13
76,56,CORREIA,,14
126,56,ANGELA AMIN,Progressistas,15
220,56,BIBO NUNES,PSL,16
181,56,SÂMIA BOMFIM,PSOL,16
26,56,ROCHA,,20
83,56,ERIKA KOKAY,PT,21
